season,season_title,first_name,last_name,age,birthdate,gender,race,orientation,profession,hometown,homestate,finish
27,Survivor: Blood vs. Water,Rachel,Foulger,33,1979-07-28,F,White,Straight,Cocktail Waitress/Graphic Designer,Orem,Utah,18
27,Survivor: Blood vs. Water,Marissa,Peterson,21,1991-09-25,F,African American,Straight,Student,Chapel Hill,North Carolina,17
27,Survivor: Blood vs. Water,Candice,Cody,30,1982-11-12,F,White,Straight,Physician,Washington DC,District of Columbia,16
27,Survivor: Blood vs. Water,Brad,Culpepper,44,1969-05-08,M,White,Straight,Attorney/Retired NFL Player,Tampa,Florida,15
27,Survivor: Blood vs. Water,Kat,Edorsson,23,1989-06-22,F,White,Straight,Full-Time Student/Sales,Orlando,Florida,14
27,Survivor: Blood vs. Water,John,Cody,30,1983-05-12,M,White,Straight,Physician/Army Orthopedic Surgery Resident,Washington DC,District of Columbia,13
27,Survivor: Blood vs. Water,Laura,Boneham,44,1968-08-29,F,White,Straight,Merchandiser,Indianapolis,Indiana,12
27,Survivor: Blood vs. Water,Aras,Baskauskas,31,1981-09-26,M,White,Straight,Musician,Santa Monica,California,11
27,Survivor: Blood vs. Water,Vytas,Baskauskas,33,1979-12-08,M,White,Straight,Yoga Instructor/Math Professor,Santa Monica,California,10
27,Survivor: Blood vs. Water,Caleb,Bankston,26,1987-03-26,M,White,LGBT,Post Office Manager/Farmer,Crossville,Alabama,9
27,Survivor: Blood vs. Water,Katie,Collins,25,1987-06-27,F,White,Straight,Hedge Fund Support,New York,New York,8
27,Survivor: Blood vs. Water,Hayden,Moss,27,1986-05-27,M,White,Straight,Real Estate,Tempe,Arizona,7
27,Survivor: Blood vs. Water,Laura,Morett,43,1969-07-30,F,White,Straight,Fitness Instructor,Salem,Oregon,6
27,Survivor: Blood vs. Water,Ciera,Eastin,24,1989-03-05,F,White,Straight,Cosmetology Student,Salem,Oregon,5
27,Survivor: Blood vs. Water,Tina,Wesson,52,1960-12-26,F,White,Straight,Motivational Speaker,Knoxville,Tennessee,4
27,Survivor: Blood vs. Water,Gervase,Peterson,43,1969-11-02,M,African American,Straight,Cigar Lounge Owner,Willingboro,New Jersey,3
27,Survivor: Blood vs. Water,Monica,Culpepper,42,1970-06-15,F,White,Straight,Homemaker,Tampa,Florida,2
27,Survivor: Blood vs. Water,Tyson,Apostol,34,1979-06-17,M,White,Straight,Former Pro Cyclist/Shop Manager,Heber,Utah,1
28,Survivor: Cagayan,David,Samson,45,1968-02-26,M,White,Straight,Miami Marlins President,Plantation,Florida,18
28,Survivor: Cagayan,Garrett,Adelstein,27,1986-05-16,M,White,Straight,Professional Poker Player,Santa Monica,California,17
28,Survivor: Cagayan,Brice,Johnston,27,1986-02-20,M,African American,LGBT,Social Worker,Philadelphia,Pennsylvania,16
28,Survivor: Cagayan,J'Tia,Taylor,31,1981-09-01,F,African American,Straight,Nuclear Engineer,Chicago,Illinois,15
28,Survivor: Cagayan,Cliff,Robinson,46,1966-12-16,M,African American,Straight,Former NBA All-Star,Newark,New Jersey,14
28,Survivor: Cagayan,Lindsey,Ogle,29,1983-09-04,F,White,Straight,Hairstylist,Kokomo,Indiana,13
28,Survivor: Cagayan,Alexis,Maxwell,21,1992-03-17,F,Latin American,Straight,Student,Addison,Illinois,12
28,Survivor: Cagayan,Sarah,Lacina,29,1984-07-09,F,White,Straight,Police Officer,Cedar Rapids,Iowa,11
28,Survivor: Cagayan,Morgan,McLeod,21,1992-07-09,F,White,Straight,Ex-NFL Cheerleader,San Jose,California,10
28,Survivor: Cagayan,LJ,McKanas,34,1979-01-08,M,White,Straight,Horse Trainer,Boston,Massachusetts,9
28,Survivor: Cagayan,Jeremiah,Wood,34,1979-06-15,M,White,Straight,Male Model,Dobson,North Carolina,8
28,Survivor: Cagayan,Jefra,Bland,22,1990-07-02,F,White,Straight,Miss Kentucky Teen USA,Campbellsville,Kentucky,7
28,Survivor: Cagayan,Tasha,Fox,37,1977-01-03,F,African American,Straight,Accountant,St. Louis,Missouri,6
28,Survivor: Cagayan,Trish,Hegarty,48,1965-10-09,F,White,Straight,Pilates Teacher,Needham,Massachusetts,5
28,Survivor: Cagayan,Spencer,Bledsoe,21,1992-06-12,M,White,Straight,Economics Student,Chicago,Illinois,4
28,Survivor: Cagayan,Kass,McQuillen,41,1971-11-08,F,White,Straight,Attorney,Tehachapi,California,3
28,Survivor: Cagayan,Woo,Hwang,29,1984-03-16,M,Asian American,Straight,Martial Arts Instructor,Newport Beach,California,2
28,Survivor: Cagayan,Tony,Vlachos,39,1973-09-10,M,White,Straight,Police Officer,Jersey City,New Jersey,1
29,Survivor: San Juan del Sur,Nadiya,Anderson,28,1986-04-11,F,Asian American,Straight,Crossfit Coach/Project Coordinator,Edgewater,New Jersey,18
29,Survivor: San Juan del Sur,Val,Collins,35,1978-11-08,F,African American,Straight,Police Officer,Foxborough,Massachusetts,17
29,Survivor: San Juan del Sur,John,Rocker,39,1974-10-17,M,White,Straight,Former MLB Player,Atlanta,Georgia,16
29,Survivor: San Juan del Sur,Drew,Christy,25,1989-05-18,M,White,Straight,Traveling Sales Representative,Winter Park,Florida,15
29,Survivor: San Juan del Sur,Kelley,Wentworth,28,1986-06-07,F,White,Straight,Marketing Manager,Seattle,Washington,14
29,Survivor: San Juan del Sur,Dale,Wentworth,55,1959-03-07,M,White,Straight,Farmer,Ephrata,Washington,13
29,Survivor: San Juan del Sur,Julie,McGee,34,1980-01-24,F,White,Straight,Model/Spray Tan Business Owner,Atlanta,Georgia,12
29,Survivor: San Juan del Sur,Josh,Canfield,32,1981-07-01,M,White,LGBT,Singer/Actor/Writer,New York,New York,11
29,Survivor: San Juan del Sur,Jeremy,Collins,36,1978-04-16,M,African American,Straight,Firefighter,Foxborough,Massachusetts,10
29,Survivor: San Juan del Sur,Wes,Nale,24,1990-06-19,M,White,Straight,Firefighter,Shreveport,Louisiana,9
29,Survivor: San Juan del Sur,Reed,Kelly,31,1982-09-05,M,White,LGBT,Broadway Performer/Model/Aerialist,New York,New York,8
29,Survivor: San Juan del Sur,Alec,Christy,22,1991-09-07,M,White,Straight,Student,Winter Park,Florida,7
29,Survivor: San Juan del Sur,Jon,Misch,26,1988-03-29,M,White,Straight,Financial Assistant,Waterford,Michigan,6
29,Survivor: San Juan del Sur,Baylor,Wilson,20,1994-01-25,F,White,Straight,Student,Nashville,Tennessee,5
29,Survivor: San Juan del Sur,Keith,Nale,53,1960-08-16,M,White,Straight,Firefighter,Shreveport,Louisiana,4
29,Survivor: San Juan del Sur,Missy,Payne,47,1967-06-10,F,White,Straight,Competitive Cheerleading Gym Owner,Dallas,Texas,3
29,Survivor: San Juan del Sur,Jaclyn,Schultz,25,1988-08-16,F,White,Straight,Media Buyer,Wyandotte,Michigan,2
29,Survivor: San Juan del Sur,Natalie,Anderson,28,1986-04-11,F,Asian American,Straight,Crossfit Coach/Physical Therapy Student,Edgewater,New Jersey,1
30,Survivor: Worlds Apart,So,Kim,31,1983-01-13,F,Asian American,Straight,Retail Buyer,Long Beach,California,18
30,Survivor: Worlds Apart,Vince,Sly,32,1982-02-16,M,White,Straight,Coconut Vendor,Santa Monica,California,17
30,Survivor: Worlds Apart,Nina,Poersch,51,1963-01-17,F,Asian American,Straight,Hearing Advocate,Palmdale,California,16
30,Survivor: Worlds Apart,Lindsey,Cascaddan,24,1989-08-24,F,White,Straight,Hairdresser,College Park,Florida,15
30,Survivor: Worlds Apart,Max,Dawson,37,1977-03-31,M,White,Straight,Media Consultant,Topanga,California,14
30,Survivor: Worlds Apart,Joaquin,Souberbielle,27,1986-08-16,M,Latin American,Straight,Marketing Director,Valley Stream,New York,13
30,Survivor: Worlds Apart,Kelly,Remington,44,1970-04-27,F,White,LGBT,State Trooper,Grand Island,New York,12
30,Survivor: Worlds Apart,Hali,Ford,25,1989-07-20,F,White,Straight,Law Student,San Francisco,California,11
30,Survivor: Worlds Apart,Joe,Anglim,25,1988-09-30,M,White,Straight,Jewelry Designer,Scottsdale,Arizona,10
30,Survivor: Worlds Apart,Jenn,Brown,22,1992-01-27,F,White,Straight,Sailing Instructor,Long Beach,California,9
30,Survivor: Worlds Apart,Shirin,Oskooi,31,1983-02-25,F,Asian American,Straight,Yahoo! Executive,San Francisco,California,8
30,Survivor: Worlds Apart,Tyler,Fredrickson,33,1981-02-26,M,White,Straight,Ex-Talent Agent Assistant,Los Angeles,California,7
30,Survivor: Worlds Apart,Dan,Foley,47,1967-02-05,M,White,Straight,Postal Worker,Gorham,Maine,6
30,Survivor: Worlds Apart,Sierra,Dawn,27,1986-12-18,F,White,Straight,Barrel Racer,Roy,Utah,5
30,Survivor: Worlds Apart,Rodney,Lavoie,24,1989-09-02,F,White,Straight,General Contractor,Boston,Massachusetts,4
30,Survivor: Worlds Apart,Will,Sims,41,1972-08-13,M,African American,Straight,YouTube Sensation,Sherman Oaks,California,2
30,Survivor: Worlds Apart,Carolyn,Rivera,52,1961-10-07,F,White,Straight,Corporate Executive,Tampa,Florida,2
30,Survivor: Worlds Apart,Mike,Holloway,38,1976-07-25,M,White,Straight,Oil Driller,North Richland Hills,Texas,1
31,Survivor: Cambodia,Vytas,Baskauskas,35,1979-12-08,M,White,Straight,Yoga Instructor/Math Professor,Santa Monica,California,20
31,Survivor: Cambodia,Shirin,Oskooi,32,1983-02-25,F,Asian American,Straight,Yahoo! Executive,San Francisco,California,19
31,Survivor: Cambodia,Peih-Gee,Law,37,1978-04-07,F,Asian American,Straight,Jeweler,San Francisco,California,18
31,Survivor: Cambodia,Jeff,Varner,49,1966-04-16,M,White,LGBT,Internet Projects Manager,Greensboro,North Carolina,17
31,Survivor: Cambodia,Monica,Padilla,30,1984-07-14,F,Latin American,Straight,Law Student,Queens,New York,16
31,Survivor: Cambodia,Terry,Deitz,55,1959-10-10,M,White,Straight,Pilot,Simsbury,Connecticut,15
31,Survivor: Cambodia,Woo,Hwang,31,1984-03-16,M,Asian American,Straight,Martial Arts Instructor,Newport Beach,California,14
31,Survivor: Cambodia,Kass,McQuillen,42,1971-11-08,F,White,Straight,Attorney,Tehachapi,California,13
31,Survivor: Cambodia,Andrew,Savage,51,1963-07-29,M,White,Straight,Attorney,San Jose,California,12
31,Survivor: Cambodia,Kelly,Wiglesworth,37,1977-06-24,F,White,Straight,River Guide,Greensboro,North Carolina,11
31,Survivor: Cambodia,Ciera,Eastin,26,1989-03-05,F,White,Straight,Cosmetology Student,Salem,Oregon,10
31,Survivor: Cambodia,Stephen,Fishbach,36,1979-01-24,M,White,Straight,Corporate Consultant,New York,New York,9
31,Survivor: Cambodia,Joe,Anglim,25,1988-09-30,M,White,Straight,Jewelry Designer,Scottsdale,Arizona,8
31,Survivor: Cambodia,Abi-Maria,Gomes,35,1979-10-21,F,Latin American,Straight,Business Student,Los Angeles,California,7
31,Survivor: Cambodia,Kimmi,Kappenberg,42,1972-11-11,F,White,Straight,Bartender,The Woodlands,Texas,6
31,Survivor: Cambodia,Keith,Nale,54,1960-08-16,M,White,Straight,Firefighter,Keithville,Louisiana,5
31,Survivor: Cambodia,Kelley,Wentworth,29,1986-06-07,F,White,Straight,Marketing Manager,Seattle,Washington,4
31,Survivor: Cambodia,Spencer,Bledsoe,22,1992-06-12,M,White,Straight,Economics Student,Chicago,Illinois,2
31,Survivor: Cambodia,Tasha,Fox,39,1977-01-03,F,African American,Straight,Accountant,St. Louis,Missouri,2
31,Survivor: Cambodia,Jeremy,Collins,37,1978-04-16,M,African American,Straight,Firefighter,Foxborough,Massachusetts,1
32,Survivor: Kaôh Rōng,Darnell,Hamilton,27,1988-02-08,M,African American,Straight,Postal Worker,Chicago,Illinois,18
32,Survivor: Kaôh Rōng,Jennifer,Lanzetti,38,1977-07-14,F,White,Straight,Contractor,Salt Lake City,Utah,17
32,Survivor: Kaôh Rōng,Liz,Markham,27,1988-08-14,F,White,Straight,Quantitative Strategist,Brooklyn,New York,16
32,Survivor: Kaôh Rōng,Caleb,Reynolds,28,1987-11-27,M,White,Straight,Army Veteran,Hopkinsville,Kentucky,15
32,Survivor: Kaôh Rōng,Alecia,Holden,24,1991-08-03,F,White,Straight,Real Estate Agent,Dallas,Texas,14
32,Survivor: Kaôh Rōng,Anna,Khait,26,1988-09-17,F,White,Straight,Professional Poker Player,Brooklyn,New York,13
32,Survivor: Kaôh Rōng,Peter,Baggenstos,34,1980-07-21,M,African American,Straight,ER Doctor,Minneapolis,Minnesota,12
32,Survivor: Kaôh Rōng,Neal,Gottlieb,38,1977-02-03,M,White,Straight,Ice Cream Entrepreneur,Sausalito,California,11
32,Survivor: Kaôh Rōng,Nick,Maiorano,30,1985-01-28,M,White,Straight,Personal Trainer,Redondo Beach,California,10
32,Survivor: Kaôh Rōng,Debbie,Wanner,49,1965-11-21,F,White,Straight,Chemist,Reading,Pennsylvania,9
32,Survivor: Kaôh Rōng,Scot,Pollard,40,1975-02-12,M,White,Straight,Former NBA Player,Carmel,Indiana,8
32,Survivor: Kaôh Rōng,Julia,Sokolowski,19,1996-04-08,F,White,Straight,College Student,Boston,Massachusetts,7
32,Survivor: Kaôh Rōng,Kyle,Jason,31,1984-07-16,M,White,Straight,Bounty Hunter,Detroit,Michigan,6
32,Survivor: Kaôh Rōng,Joe,del,71,1943-07-04,M,White,Straight,Former FBI Agent,Vero Beach,Florida,5
32,Survivor: Kaôh Rōng,Cydney,Gillon,23,1992-09-14,F,African American,Straight,Bodybuilder,Douglasville,Georgia,4
32,Survivor: Kaôh Rōng,Tai,Trang,51,1964-03-23,M,Asian American,LGBT,Gardener,San Francisco,California,3
32,Survivor: Kaôh Rōng,Aubry,Bracco,29,1985-11-14,F,White,Straight,Social Media Marketer,Cambridge,Massachusetts,2
32,Survivor: Kaôh Rōng,Michele,Fitzgerald,24,1990-05-05,F,White,Straight,Bartender,Freehold,New Jersey,1
33,Survivor: Millennials vs. Gen X,Rachel,Ako,37,1978-09-08,F,Asian American,Straight,Recruiting Director,Los Angeles,California,20
33,Survivor: Millennials vs. Gen X,Mari,Takahashi,31,1984-11-02,F,Asian American,Straight,Gamer,Los Angeles,California,19
33,Survivor: Millennials vs. Gen X,Paul,Wachter,52,1963-10-10,M,White,Straight,Boat Mechanic,Sugarloaf Key,Florida,18
33,Survivor: Millennials vs. Gen X,Lucy,Huang,42,1973-09-22,F,Asian American,Straight,Dietitian,Diamond Bar,California,17
33,Survivor: Millennials vs. Gen X,CeCe,Taylor,39,1977-03-02,F,African American,Straight,Insurance Adjuster,Granada Hills,California,16
33,Survivor: Millennials vs. Gen X,Figgy,Figueroa,23,1992-12-12,F,Latin American,Straight,Bartender,Nashville,Tennessee,15
33,Survivor: Millennials vs. Gen X,Michaela,Bradshaw,25,1990-12-01,F,African American,Straight,Vacation Club Saleswoman,Fort Worth,Texas,14
33,Survivor: Millennials vs. Gen X,Michelle,Schubert,28,1988-03-11,F,White,Straight,Missionary Recruiter,Yakima,Washington,13
33,Survivor: Millennials vs. Gen X,Taylor,Stocker,24,1991-11-20,M,White,Straight,Snowboard Instructor,Post Falls,Idaho,12
33,Survivor: Millennials vs. Gen X,Chris,Hammons,38,1978-04-01,M,White,Straight,Trial Attorney,Moore,Oklahoma,11
33,Survivor: Millennials vs. Gen X,Jessica,Lewis,37,1979-02-24,F,White,Straight,Assistant District Attorney,Voorheesville,New York,10
33,Survivor: Millennials vs. Gen X,Zeke,Smith,28,1988-01-25,M,White,LGBT,Asset Manager,Brooklyn,New York,9
33,Survivor: Millennials vs. Gen X,Will,Wahl,18,1997-08-12,M,White,Straight,High School Student,Long Valley,New Jersey,8
33,Survivor: Millennials vs. Gen X,Sunday,Burquest,45,1971-02-06,F,White,Straight,Youth Pastor,Otsego,Minnesota,7
33,Survivor: Millennials vs. Gen X,Jay,Starrett,27,1989-06-03,M,Latin American,Straight,Real Estate Agent,Fort Lauderdale,Florida,6
33,Survivor: Millennials vs. Gen X,Bret,LaBelle,42,1973-08-20,M,White,LGBT,Police Sergeant,Dedham,Massachusetts,5
33,Survivor: Millennials vs. Gen X,David,Wright,42,1974-02-06,M,White,Straight,Television Writer,Sherman Oaks,California,4
33,Survivor: Millennials vs. Gen X,Hannah,Shapiro,24,1992-02-24,F,White,Straight,Barista,West Hollywood,California,2
33,Survivor: Millennials vs. Gen X,Ken,McNickle,33,1982-09-20,M,White,Straight,Model,Denver,Colorado,2
33,Survivor: Millennials vs. Gen X,Adam,Klein,25,1991-01-15,M,White,Straight,Homeless Shelter Manager,San Francisco,California,1
34,Survivor: Game Changers,Ciera,Eastin,27,1989-03-05,F,White,Straight,Cosmetology Student,Salem,Oregon,20
34,Survivor: Game Changers,Tony,Vlachos,42,1973-09-10,M,White,Straight,Police Officer,Jersey City,New Jersey,19
34,Survivor: Game Changers,Caleb,Reynolds,28,1987-11-27,M,White,Straight,Army Veteran,Hopkinsville,Kentucky,18
34,Survivor: Game Changers,Malcolm,Freberg,29,1987-05-07,M,White,Straight,Bartender,Hermosa Beach,California,17
34,Survivor: Game Changers,J.T.,Thomas,31,1984-06-23,M,White,Straight,Cattle Rancher,Mobile,Alabama,16
34,Survivor: Game Changers,Sandra,Diaz-Twine,42,1974-07-30,F,Latin American,Straight,Office Assistant,Fayetteville,North Carolina,15
34,Survivor: Game Changers,Jeff,Varner,50,1966-04-16,M,White,LGBT,Internet Project Manager,High Point,North Carolina,14
34,Survivor: Game Changers,Hali,Ford,26,1989-07-20,F,White,Straight,Law Student,Knoxville,Tennessee,13
34,Survivor: Game Changers,Ozzy,Lusth,34,1981-08-23,M,Latin American,LGBT,Photographer,Venice,California,12
34,Survivor: Game Changers,Debbie,Wanner,51,1965-11-21,F,White,Straight,Chemist,Reading,Pennsylvania,11
34,Survivor: Game Changers,Zeke,Smith,28,1988-01-25,M,White,LGBT,Asset Manager,Brooklyn,New York,10
34,Survivor: Game Changers,Sierra,Dawn,29,1986-12-18,F,White,Straight,Barrel Racer,Roy,Utah,9
34,Survivor: Game Changers,Andrea,Boehlke,27,1989-05-10,F,White,Straight,Entertainment Host/Writer,New York,New York,8
34,Survivor: Game Changers,Michaela,Bradshaw,25,1990-12-01,F,African American,Straight,Vacation Club Sales,Fort Worth,Texas,7
34,Survivor: Game Changers,Cirie,Fields,45,1970-07-18,F,African American,Straight,Nurse,Norwalk,Connecticut,6
34,Survivor: Game Changers,Aubry,Bracco,30,1985-11-14,F,White,Straight,Social Media Marketer,Cambridge,Massachusetts,5
34,Survivor: Game Changers,Tai,Trang,52,1964-03-23,M,Asian American,LGBT,Gardener,San Francisco,California,4
34,Survivor: Game Changers,Troyzan,Robertson,54,1961-07-30,M,White,Straight,Swimsuit Photographer,Miami,Florida,3
34,Survivor: Game Changers,Brad,Culpepper,47,1969-05-08,M,White,Straight,Attorney/Former NFL Player,Tampa,Florida,2
34,Survivor: Game Changers,Sarah,Lacina,32,1984-07-09,F,White,Straight,Police Officer,Marion,Iowa,1
35,Survivor: Heroes vs. Healers vs. Hustlers,Katrina,Radke,46,1970-12-17,F,White,Straight,Olympian,Excelsior,Minnesota,18
35,Survivor: Heroes vs. Healers vs. Hustlers,Simone,Nguyen,25,1991-05-31,F,Asian American,LGBT,Diversity Advocate,New York,New York,17
35,Survivor: Heroes vs. Healers vs. Hustlers,Patrick,Bolton,24,1992-03-06,M,White,Straight,Small Business Owner,Auburn,Alabama,16
35,Survivor: Heroes vs. Healers vs. Hustlers,Alan,Ball,31,1985-03-29,M,African American,Straight,NFL Player,Houston,Texas,15
35,Survivor: Heroes vs. Healers vs. Hustlers,Roark,Luskin,27,1989-11-30,F,White,Straight,Social Worker,Santa Monica,California,14
35,Survivor: Heroes vs. Healers vs. Hustlers,Ali,Elliott,24,1992-11-13,F,African American,Straight,Celebrity Assistant,Los Angeles,California,13
35,Survivor: Heroes vs. Healers vs. Hustlers,Jessica,Johnston,29,1987-04-05,F,White,Straight,Nurse Practitioner,Louisville,Kentucky,12
35,Survivor: Heroes vs. Healers vs. Hustlers,Desi,Williams,27,1989-06-14,F,African American,Straight,Physical Therapist,Newport News,Virginia,11
35,Survivor: Heroes vs. Healers vs. Hustlers,Cole,Medders,24,1992-09-18,M,White,Straight,Wilderness Therapy Guide,Little Rock,Arkansas,10
35,Survivor: Heroes vs. Healers vs. Hustlers,JP,Hilsabeck,28,1988-06-22,M,White,Straight,Firefighter,Los Angeles,California,9
35,Survivor: Heroes vs. Healers vs. Hustlers,Joe,Mena,34,1983-03-15,M,Latin American,Straight,Probation Officer,Tolland,Connecticut,8
35,Survivor: Heroes vs. Healers vs. Hustlers,Lauren,Rimmer,35,1982-03-06,F,White,LGBT,Fisherwoman,Beaufort,North Carolina,7
35,Survivor: Heroes vs. Healers vs. Hustlers,Ashley,Nolan,26,1990-09-17,F,White,Straight,Lifeguard,Satellite Beach,Florida,6
35,Survivor: Heroes vs. Healers vs. Hustlers,Mike,Zahalsky,43,1973-09-11,M,White,Straight,Urologist,Parkland,Florida,5
35,Survivor: Heroes vs. Healers vs. Hustlers,Devon,Pinto,24,1993-03-06,M,Latin American,Straight,Surf Instructor,Solana Beach,California,4
35,Survivor: Heroes vs. Healers vs. Hustlers,Ryan,Ulrich,23,1993-09-08,M,White,Straight,Bellhop,North Arlington,New Jersey,3
35,Survivor: Heroes vs. Healers vs. Hustlers,Chrissy,Hofbeck,46,1971-03-09,F,White,Straight,Actuary,Lebanon Township,New Jersey,2
35,Survivor: Heroes vs. Healers vs. Hustlers,Ben,Driebergen,34,1983-01-01,M,White,Straight,Marine,Boise,Idaho,1
36,Survivor: Ghost Island,Stephanie,Gonzalez,26,1991-04-22,F,Latin American,Straight,Graphic Saleswoman,Ocala,Florida,20
36,Survivor: Ghost Island,Jacob,Derwin,22,1995-06-01,M,White,Straight,Music Teacher,Merrick,New York,19
36,Survivor: Ghost Island,Morgan,Ricke,29,1987-08-06,F,White,Straight,Marine Animal Trainer,Orlando,Florida,18
36,Survivor: Ghost Island,Brendan,Shapiro,41,1976-06-17,M,White,Straight,Physical Education Teacher,Herndon,Virginia,17
36,Survivor: Ghost Island,Stephanie,Johnson,34,1982-09-10,F,White,Straight,Yoga Instructor,Chicago,Illinois,16
36,Survivor: Ghost Island,James,Lim,24,1993-03-17,M,Asian American,Straight,Business Analyst,New York,New York,15
36,Survivor: Ghost Island,Bradley,Kleihege,26,1990-09-14,M,White,Straight,Law Student,Los Angeles,California,14
36,Survivor: Ghost Island,Chris,Noble,27,1989-12-04,M,White,Straight,Male Model,Brooklyn,New York,13
36,Survivor: Ghost Island,Libby,Vincek,24,1992-08-24,F,White,Straight,Social Media Strategist,Nashville,Tennessee,12
36,Survivor: Ghost Island,Desiree,Afuye,21,1996-02-03,F,African American,Straight,Student,Brooklyn,New York,11
36,Survivor: Ghost Island,Jenna,Bowman,23,1993-11-10,F,White,Straight,Advertising Account Executive,Venice Beach,California,10
36,Survivor: Ghost Island,Michael,Yerger,18,1998-07-20,M,White,Straight,Real Estate Agent,Los Angeles,California,9
36,Survivor: Ghost Island,Chelsea,Townsend,24,1992-05-25,F,White,Straight,EMT/Pro Cheerleader,Los Angeles,California,8
36,Survivor: Ghost Island,Kellyn,Bechtold,31,1986-11-20,F,White,Straight,Career Counselor,Denver,Colorado,7
36,Survivor: Ghost Island,Sebastian,Noel,22,1994-07-20,M,White,Straight,Fishing Guide,Melbourne,Florida,6
36,Survivor: Ghost Island,Donathan,Hurley,26,1991-07-19,M,White,LGBT,Caretaker,Kimper,Kentucky,5
36,Survivor: Ghost Island,Angela,Perkins,42,1974-11-02,F,White,Straight,Army Veteran,Cincinnati,Ohio,4
36,Survivor: Ghost Island,Laurel,Johnson,29,1988-02-29,F,African American,Straight,Financial Consultant,Minneapolis,Minnesota,3
36,Survivor: Ghost Island,Domenick,Abbate,38,1978-10-31,M,White,Straight,Construction Supervisor,Nesconset,New York,2
36,Survivor: Ghost Island,Wendell,Holland,33,1984-03-08,M,African American,Straight,Furniture Company Owner,Philadelphia,Pennsylvania,1
37,Survivor: David vs. Goliath,Pat,Cusack,41,1977-02-25,M,White,Straight,Maintenance Manager,Cohoes,New York,20
37,Survivor: David vs. Goliath,Jessica,Peet,19,1998-10-22,F,White,Straight,Waitress,Lakeland,Florida,19
37,Survivor: David vs. Goliath,Jeremy,Crawford,40,1978-04-26,M,African American,LGBT,Attorney,Clover,South Carolina,18
37,Survivor: David vs. Goliath,Bi,Nguyen,28,1989-10-30,F,Asian American,Straight,Mixed Martial Arts Fighter,Houston,Texas,17
37,Survivor: David vs. Goliath,Natalia,Azoqa,25,1992-04-02,F,Asian American,Straight,Industrial Engineer,Irvine,California,16
37,Survivor: David vs. Goliath,Natalie,Cole,57,1961-02-26,F,African American,Straight,Publishing CEO,Los Angeles,California,15
37,Survivor: David vs. Goliath,Lyrsa,Torres,36,1981-09-12,F,Latin American,LGBT,Airline Agent,Boston,Massachusetts,14
37,Survivor: David vs. Goliath,Elizabeth,Olson,31,1987-01-22,F,White,Straight,Kitchen Staff Member,Longview,Texas,13
37,Survivor: David vs. Goliath,John,Hennigan,38,1979-10-03,M,White,Straight,Professional Wrestler,Los Angeles,California,12
37,Survivor: David vs. Goliath,Dan,Rengering,27,1990-04-07,M,White,Straight,S.W.A.T. Officer,Lake Butler,Florida,11
37,Survivor: David vs. Goliath,Alec,Merlino,24,1993-10-15,M,White,Straight,Bartender,San Clemente,California,10
37,Survivor: David vs. Goliath,Carl,Boudreaux,41,1976-10-29,M,African American,Straight,Truck Driver,Beaumont,Texas,9
37,Survivor: David vs. Goliath,Gabby,Pascuzzi,25,1993-03-23,F,Asian American,Straight,Technical Writer,St. Augustine,Florida,8
37,Survivor: David vs. Goliath,Christian,Hubicki,32,1985-12-06,M,White,Straight,Robotics Scientist,Tallahassee,Florida,7
37,Survivor: David vs. Goliath,Davie,Rickenbacker,30,1987-09-14,M,African American,Straight,Social Media Manager,Orangeburg,South Carolina,6
37,Survivor: David vs. Goliath,Alison,Raybould,28,1989-07-12,F,White,Straight,Physician,Chapel Hill,North Carolina,5
37,Survivor: David vs. Goliath,Kara,Kay,30,1987-11-20,F,White,Straight,Realtor,San Diego,California,4
37,Survivor: David vs. Goliath,Angelina,Keeley,28,1989-07-06,F,Latin American,Straight,Financial Consultant,Sparks,Nevada,3
37,Survivor: David vs. Goliath,Mike,White,47,1970-06-28,M,White,LGBT,Filmmaker,Los Angeles,California,2
37,Survivor: David vs. Goliath,Nick,Wilson,27,1990-06-11,M,White,Straight,Public Defender,Williamsburg,Kentucky,1
38,Survivor: Edge of Extinction,Reem,Daly,46,1971-07-08,F,White,Straight,Sales Representative,Ashburn,Virginia,18
38,Survivor: Edge of Extinction,Keith,Sowell,19,1998-07-16,M,African American,Straight,Pre-Med Student,Durham,North Carolina,17
38,Survivor: Edge of Extinction,Aubry,Bracco,32,1985-11-14,F,White,Straight,Marketing Director,Los Angeles,California,16
38,Survivor: Edge of Extinction,Wendy,Diaz,25,1992-09-26,F,Latin American,Straight,Small Business Owner,Bell,California,15
38,Survivor: Edge of Extinction,Joe,Anglim,29,1988-09-30,M,White,Straight,Multimedia Artist,Ogden,Utah,14
38,Survivor: Edge of Extinction,Eric,Hafemann,35,1983-04-13,M,White,Straight,Firefighter,Livermore,California,13
38,Survivor: Edge of Extinction,Julia,Carter,25,1993-04-18,F,African American,Straight,Medical Assistant,Bethesda,Maryland,12
38,Survivor: Edge of Extinction,David,Wright,44,1974-02-06,M,White,Straight,Television Writer,Sherman Oaks,California,11
38,Survivor: Edge of Extinction,Kelley,Wentworth,31,1986-06-07,F,White,Straight,Marketing Manager,Seattle,Washington,10
38,Survivor: Edge of Extinction,Wardog,DaSilva,38,1980-03-31,M,White,Straight,Law Student/Former Military,Los Angeles,California,9
38,Survivor: Edge of Extinction,Ron,Clark,46,1971-10-24,M,White,LGBT,Teacher,Atlanta,Georgia,8
